,run,biosample,MIC_AMC,MIC_AMP,MIC_AZM,MIC_FOX,MIC_TIO,MIC_CRO,MIC_CHL,MIC_CIP,MIC_GEN,MIC_NAL,MIC_STR,MIC_FIS,MIC_TET,MIC_SXT,MIC_KAN,SIR_AMC,SIR_AMP,SIR_AZM,SIR_FOX,SIR_TIO,SIR_CRO,SIR_CHL,SIR_CIP,SIR_GEN,SIR_NAL,SIR_STR,SIR_FIS,SIR_TET,SIR_SXT,SIR_KAN,isolation_source,serovar,collection_date,collected_by,geo_loc_name,strain,sub_species,Typing Method,Testing Standard,source,cgmlst_matching_alleles,cgmlst_subspecies,h1,h2,o_antigen,serogroup,serovar_antigen,serovar_cgmlst
2411,SRR3399787,SAMN04218285,> 32,> 32, ,> 32,> 8,16,8,0.03,0.5,4,> 64,> 256,> 32,<= 0.125,> 64,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Senftenberg,2008,FDA,USA:NM,CVM-N19851,enterica,,CLSI,,,,,,,,,
2412,SRR3399786,SAMN04218284,8,> 32, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:NM,CVM-N19850,enterica,,CLSI,,,,,,,,,
2413,SRR3399785,SAMN04218283,16,> 32, ,2,1,<= 0.25,4,<= 0.015,0.5,4,== 64,32,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:NM,CVM-N19849,enterica,,CLSI,,,,,,,,,
2414,SRR3399784,SAMN04218282,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Heidelberg,2008,FDA,USA:NM,CVM-N19848,enterica,,CLSI,,,,,,,,,
2415,SRR3399783,SAMN04218281,2,2, ,4,2,<= 0.25,8,0.03,0.5,8,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2008,FDA,USA:NM,CVM-N19847,enterica,,CLSI,,,,,,,,,
2416,SRR3399771,SAMN04218280,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Heidelberg,2008,FDA,USA:NM,CVM-N19846,enterica,,CLSI,,,,,,,,,
2417,SRR3399745,SAMN04218279,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Ohio,2008,FDA,USA:NM,CVM-N19845,enterica,,CLSI,,,,,,,,,
2418,SRR3344473,SAMN04218278,16,> 32, ,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,> 256,> 32,<= 0.125,> 64,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Heidelberg,2008,FDA,USA:MN,CVM-N19844,enterica,,CLSI,,,,,,,,,
2419,SRR3344472,SAMN04218277,16,> 32, ,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,> 256,> 32,<= 0.125,> 64,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Heidelberg,2008,FDA,USA:MN,CVM-N19843,enterica,,CLSI,,,,,,,,,
2420,SRR3344471,SAMN04218276,8,> 32, ,2,1,<= 0.25,8,0.03,0.5,4,> 64,64,> 32,<= 0.125,<= 8,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:MN,CVM-N19842,enterica,,CLSI,,,,,,,,,
2421,SRR3344470,SAMN04218275,2,2, ,8,2,<= 0.25,8,0.03,2,8,<= 32,64,<= 4,<= 0.125,== 16,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Montevideo,2008,FDA,USA:MN,CVM-N19841,enterica,,CLSI,,,,,,,,,
2422,SRR3344469,SAMN04218274,16,> 32, ,2,1,<= 0.25,4,0.03,0.5,4,> 64,64,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:MN,CVM-N19840,enterica,,CLSI,,,,,,,,,
2423,SRR3344468,SAMN04218273,<= 1,<= 1, ,2,0.5,<= 0.25,4,<= 0.015,0.5,4,<= 32,256,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Kentucky,2008,FDA,USA:MN,CVM-N19839,enterica,,CLSI,,,,,,,,,
2424,SRR3344467,SAMN04218272,<= 1,<= 1, ,4,0.5,<= 0.25,4,<= 0.015,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Kentucky,2008,FDA,USA:MN,CVM-N19838,enterica,,CLSI,,,,,,,,,
2425,SRR3344466,SAMN04218271,16,> 32, ,2,1,<= 0.25,4,<= 0.015,0.5,4,== 64,32,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:MN,CVM-N19837,enterica,,CLSI,,,,,,,,,
2426,SRR3344465,SAMN04218270,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,<= 0.25,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Infantis,2008,FDA,USA:MN,CVM-N19836,enterica,,CLSI,,,,,,,,,
2427,SRR3344464,SAMN04218269,<= 1,<= 1, ,4,1,<= 0.25,8,0.03,0.5,8,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Uganda,2008,FDA,USA:MN,CVM-N19835,enterica,,CLSI,,,,,,,,,
2428,SRR3344463,SAMN04218268,16,> 32, ,2,1,<= 0.25,8,<= 0.015,0.5,4,== 64,64,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:MN,CVM-N19834,enterica,,CLSI,,,,,,,,,
2429,SRR3344462,SAMN04218267,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:MD,CVM-N19833,enterica,,CLSI,,,,,,,,,
2430,SRR3344461,SAMN04218266,<= 1,<= 1, ,2,1,<= 0.25,4,<= 0.015,1,4,== 64,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:MD,CVM-N19832,enterica,,CLSI,,,,,,,,,
2431,SRR3344460,SAMN04218265,<= 1,<= 1, ,4,1,<= 0.25,8,0.06,<= 0.25,2,<= 32,> 256,> 32,<= 0.125,> 64,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,resistant,chicken breast,Typhimurium var. 5-,2008,FDA,USA:MD,CVM-N19831,enterica,,CLSI,,,,,,,,,
2432,SRR3344459,SAMN04218264,> 32,> 32, ,32,> 8,8,4,<= 0.015,<= 0.25,2,<= 32,> 256,> 32,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2008,FDA,USA:MD,CVM-N19830,enterica,,CLSI,,,,,,,,,
2433,SRR3344458,SAMN04218263,<= 1,<= 1, ,2,0.5,<= 0.25,4,<= 0.015,<= 0.25,4,<= 32,> 256,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2008,FDA,USA:MD,CVM-N19829,enterica,,CLSI,,,,,,,,,
2434,SRR3330231,SAMN04218262,> 32,> 32, ,> 32,> 8,16,8,<= 0.015,<= 0.25,2,<= 32,> 256,> 32,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2008,FDA,USA:MD,CVM-N19828,enterica,,CLSI,,,,,,,,,
2435,SRR3289795,SAMN04218261,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,<= 0.25,4,> 64,> 256,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium,2008,FDA,USA:MD,CVM-N19827,enterica,,CLSI,,,,,,,,,
2436,SRR3289794,SAMN04218260,2,<= 1, ,2,0.5,<= 0.25,4,<= 0.015,0.5,4,== 64,64,<= 4,0.5,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,chicken breast,Kentucky,2008,FDA,USA:MD,CVM-N19826,enterica,,CLSI,,,,,,,,,
2437,SRR3289793,SAMN04218259,<= 1,2, ,2,1,<= 0.25,8,0.03,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2008,FDA,USA:MD,CVM-N19825,enterica,,CLSI,,,,,,,,,
2438,SRR3289792,SAMN04218258,> 32,> 32, ,> 32,> 8,16,8,<= 0.015,<= 0.25,4,<= 32,> 256,> 32,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2008,FDA,USA:MD,CVM-N19824,enterica,,CLSI,,,,,,,,,
2439,SRR3289791,SAMN04218257,> 32,> 32, ,> 32,> 8,16,8,<= 0.015,0.5,4,<= 32,> 256,> 32,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2008,FDA,USA:MD,CVM-N19823,enterica,,CLSI,,,,,,,,,
2440,SRR3289784,SAMN04218256,8,> 32, ,2,2,<= 0.25,8,<= 0.015,> 16,4,== 64,64,> 32,<= 0.125,> 64,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,susceptible,resistant,ground turkey,Heidelberg,2008,FDA,USA:MD,CVM-N19822,enterica,,CLSI,,,,,,,,,
2441,SRR3330230,SAMN04218255,<= 1,<= 1, ,2,1,<= 0.25,4,<= 0.015,0.5,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Berta,2008,FDA,USA:MD,CVM-N19821,enterica,,CLSI,,,,,,,,,
2442,SRR3330229,SAMN04218254,<= 1,2, ,4,1,<= 0.25,4,0.03,0.5,8,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2008,FDA,USA:MD,CVM-N19819,enterica,,CLSI,,,,,,,,,
2443,SRR3289778,SAMN04218253,8,> 32, ,2,1,<= 0.25,8,0.03,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2008,FDA,USA:MD,CVM-N19818,enterica,,CLSI,,,,,,,,,
2444,SRR3330228,SAMN04218252,<= 1,<= 1, ,2,1,<= 0.25,4,0.03,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2008,FDA,USA:MD,CVM-N19817,enterica,,CLSI,,,,,,,,,
2445,SRR3289771,SAMN04218251,2,<= 1, ,2,1,<= 0.25,4,<= 0.015,0.5,4,> 64,> 256,> 32,<= 0.125,> 64,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,resistant,chicken breast,Typhimurium var. 5-,2008,FDA,USA:MD,CVM-N19816,enterica,,CLSI,,,,,,,,,
2446,SRR3289770,SAMN04218250,16,> 32, ,2,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,> 256,> 32,<= 0.125,> 64,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,resistant,chicken breast,Typhimurium var. 5-,2008,FDA,USA:MD,CVM-N19815,enterica,,CLSI,,,,,,,,,
2447,SRR3289769,SAMN04218249,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,> 256,> 32,<= 0.125,> 64,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,resistant,chicken breast,Typhimurium var. 5-,2008,FDA,USA:MD,CVM-N19814,enterica,,CLSI,,,,,,,,,
2448,SRR3289768,SAMN04218248,8,> 32, ,2,1,<= 0.25,4,0.03,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2008,FDA,USA:MD,CVM-N19813,enterica,,CLSI,,,,,,,,,
2449,SRR3289767,SAMN04218247,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,> 64,32,32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:MD,CVM-N19812,enterica,,CLSI,,,,,,,,,
2450,SRR3330227,SAMN04218246,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:MD,CVM-N19811,enterica,,CLSI,,,,,,,,,
2451,SRR3330226,SAMN04218245,<= 1,2, ,2,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:MD,CVM-N19810,enterica,,CLSI,,,,,,,,,
2452,SRR3289766,SAMN04218244,> 32,> 32, ,> 32,> 8,16,4,<= 0.015,<= 0.25,2,<= 32,> 256,> 32,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2008,FDA,USA:MD,CVM-N19809,enterica,,CLSI,,,,,,,,,
2453,SRR3289765,SAMN04218243,> 32,> 32, ,> 32,> 8,16,8,<= 0.015,<= 0.25,4,<= 32,> 256,> 32,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2008,FDA,USA:MD,CVM-N19808,enterica,,CLSI,,,,,,,,,
2454,SRR3289764,SAMN04218242,16,> 32, ,2,1,<= 0.25,8,<= 0.015,0.5,4,> 64,32,> 32,<= 0.125,> 64,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,ground turkey,Heidelberg,2008,FDA,USA:GA,CVM-N19807,enterica,,CLSI,,,,,,,,,
2455,SRR3330225,SAMN04218241,<= 1,2, ,4,2,<= 0.25,8,<= 0.015,0.5,4,<= 32,<= 16,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Anatum,2008,FDA,USA:GA,CVM-N19806,enterica,,CLSI,,,,,,,,,
2456,SRR3330224,SAMN04218240,8,> 32, ,2,1,<= 0.25,8,<= 0.015,0.5,4,> 64,32,> 32,<= 0.125,> 64,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,ground turkey,Heidelberg,2008,FDA,USA:GA,CVM-N19805,enterica,,CLSI,,,,,,,,,
2457,SRR3289761,SAMN04218239,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:GA,CVM-N19804,enterica,,CLSI,,,,,,,,,
2458,SRR3289815,SAMN04218238,<= 1,2, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:GA,CVM-N19803,enterica,,CLSI,,,,,,,,,
2459,SRR3289814,SAMN04218237,<= 1,2, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:GA,CVM-N19802,enterica,,CLSI,,,,,,,,,
2460,SRR3289813,SAMN04218236,16,> 32, ,2,1,<= 0.25,4,<= 0.015,1,4,> 64,> 256,> 32,<= 0.125,> 64,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Hadar,2008,FDA,USA:GA,CVM-N19801,enterica,,CLSI,,,,,,,,,
2461,SRR3289812,SAMN04218235,16,> 32, ,4,1,<= 0.25,8,<= 0.015,0.5,4,> 64,> 256,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:GA,CVM-N19800,enterica,,CLSI,,,,,,,,,
2462,SRR3289811,SAMN04218234,<= 1,<= 1, ,8,1,<= 0.25,4,<= 0.015,0.5,4,> 64,32,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:GA,CVM-N19799,enterica,,CLSI,,,,,,,,,
2463,SRR3289810,SAMN04218233,<= 1,<= 1, ,2,1,<= 0.25,4,<= 0.015,0.5,4,> 64,256,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:GA,CVM-N19798,enterica,,CLSI,,,,,,,,,
2464,SRR3289809,SAMN04218232,32,> 32, ,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,> 256,<= 4,<= 0.125,== 16,resistant,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,ground turkey,Heidelberg,2008,FDA,USA:GA,CVM-N19797,enterica,,CLSI,,,,,,,,,
2465,SRR3289808,SAMN04218231,2,<= 1, ,2,1,<= 0.25,8,0.03,0.5,4,> 64,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:GA,CVM-N19796,enterica,,CLSI,,,,,,,,,
2466,SRR3289807,SAMN04218230,<= 1,<= 1, ,2,1,<= 0.25,4,0.03,0.5,4,> 64,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:GA,CVM-N19795,enterica,,CLSI,,,,,,,,,
2467,SRR3289806,SAMN04218229,8,> 32, ,4,1,<= 0.25,8,<= 0.015,1,4,<= 32,> 256,> 32,<= 0.125,== 16,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,ground turkey,Schwarzengrund,2008,FDA,USA:GA,CVM-N19794,enterica,,CLSI,,,,,,,,,
2468,SRR3330223,SAMN04218228,<= 1,<= 1, ,2,1,<= 0.25,4,0.03,0.5,4,> 64,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:GA,CVM-N19793,enterica,,CLSI,,,,,,,,,
2469,SRR3289805,SAMN04218227,16,> 32, ,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,> 256,<= 4,<= 0.125,== 16,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,ground turkey,Heidelberg,2008,FDA,USA:GA,CVM-N19792,enterica,,CLSI,,,,,,,,,
2470,SRR3289804,SAMN04218226,16,> 32, ,4,2,<= 0.25,8,0.03,1,4,> 64,> 256,> 32,0.5,> 64,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Hadar,2008,FDA,USA:GA,CVM-N19791,enterica,,CLSI,,,,,,,,,
2471,SRR3289803,SAMN04218225,16,> 32, ,4,2,<= 0.25,8,0.03,1,8,> 64,> 256,> 32,0.25,> 64,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Hadar,2008,FDA,USA:GA,CVM-N19790,enterica,,CLSI,,,,,,,,,
2472,SRR3289800,SAMN04218224,16,> 32, ,4,2,<= 0.25,8,0.03,1,4,> 64,> 256,> 32,0.25,> 64,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Hadar,2008,FDA,USA:GA,CVM-N19789,enterica,,CLSI,,,,,,,,,
2473,SRR3330222,SAMN04218223,16,> 32, ,4,1,<= 0.25,8,0.03,0.5,4,== 64,64,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:GA,CVM-N19788,enterica,,CLSI,,,,,,,,,
2474,SRR3330221,SAMN04218222,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Heidelberg,2008,FDA,USA:GA,CVM-N19787,enterica,,CLSI,,,,,,,,,
2475,SRR3289797,SAMN04218221,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,> 256,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,Pork Chop,Alachua,2008,FDA,USA:GA,CVM-N19786,enterica,,CLSI,,,,,,,,,
2476,SRR3289796,SAMN04218220,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,> 256,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,Pork Chop,Alachua,2008,FDA,USA:GA,CVM-N19785,enterica,,CLSI,,,,,,,,,
2477,SRR3242364,SAMN04218219,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,== 16,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Infantis,2008,FDA,USA:GA,CVM-N19784,enterica,,CLSI,,,,,,,,,
2478,SRR3330220,SAMN04218218,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Infantis,2008,FDA,USA:GA,CVM-N19783,enterica,,CLSI,,,,,,,,,
